id, comm, latitude, longitude
20045, 23, 40.77388, -73.87237
20046, 11, 40.828804, -73.89009
20047, 1, 40.624836, -73.984474
20048, 6, 40.744064, -73.61458
20049, 31, 40.670086, -73.98818
20050, 61, 40.744976, -73.98656
20052, 8, 40.745148, -73.99823
20053, 3, 40.768707, -73.96489
20054, 0, 40.676125, -74.01454
20055, 3, 40.564144, -74.11499
20056, 8, 40.792183, -73.95355
20057, 4, 40.755356, -73.81585
20058, 1, 40.656998, -73.66608
20059, 0, 40.773964, -73.96761
20060, 24, 40.751713, -73.99125
20061, 1, 40.764534, -73.98231
20062, 2, 40.700512, -73.929436
20063, 5, 40.73628, -74.039215
20064, 8, 40.738983, -74.03071
20066, 3, 40.591133, -74.10096
20067, 1, 40.716675, -74.00438
20068, 0, 40.762707, -73.91964
20069, 4, 40.729458, -74.04916
20070, 21, 40.739174, -73.974205
20071, 13, 40.722973, -73.99493
20072, 4, 40.76288, -73.97415
20073, 5, 40.735546, -73.9981
20074, 8, 40.84758, -73.98481
20075, 8, 40.772247, -73.96051
20076, 31, 40.51665, -74.234474
20077, 1, 40.714268, -74.005974
20078, 4, 40.755936, -73.989876
20079, 0, 40.732567, -73.99498
20080, 1, 40.77521, -73.96494
20081, 6, 40.787647, -73.942154
20082, 0, 40.72618, -73.98326
20083, 23, 40.739048, -73.99932
20084, 0, 40.75735, -73.97636
20085, 4, 40.847054, -73.904945
20086, 35, 40.848095, -73.91847
20087, 4, 40.728817, -73.9882
20088, 24, 40.745518, -73.991646
20089, 6, 40.682068, -73.83702
20090, 0, 40.71444, -73.99784
20091, 5, 40.580585, -74.164925
20092, 2, 40.86209, -73.89447
20094, 3, 40.681904, -73.93469
20095, 6, 40.866222, -73.92153
20096, 6, 40.89407, -73.88808
20097, 18, 40.60118, -74.16439
20098, 0, 40.725616, -73.99579
20099, 3, 40.6311, -74.027756
20100, 0, 40.740826, -73.9981
20101, 13, 40.759434, -73.832466
20102, 1, 40.75153, -73.99271
20103, 3, 40.7738, -73.9175
20104, 21, 40.753643, -73.9978
20105, 0, 40.73087, -74.00692
20106, 4, 40.798775, -73.9331
20107, 0, 40.7555, -73.979576
20108, 1, 40.77953, -73.97399
20109, 3, 40.760456, -73.98028
20110, 4, 40.69437, -73.962685
20111, 3, 40.581425, -74.164795
20112, 3, 40.763077, -73.988
20114, 3, 40.755253, -73.84902
20116, 5, 40.776005, -73.66736
20117, 8, 40.732777, -74.00017
20118, 13, 40.70514, -74.01545
20119, 25, 40.758354, -73.97965
20120, 8, 40.854397, -73.93371
20121, 0, 40.76142, -73.976616
20122, 5, 40.714504, -73.78254
20123, 0, 40.73959, -74.002335
20124, 3, 40.624683, -73.978004
20125, 0, 40.681892, -73.99373
20126, 0, 40.751427, -73.980705
20127, 36, 40.675823, -73.98101
20128, 3, 40.74788, -73.98338
20130, 0, 40.7124, -73.96534
20131, 18, 40.630943, -74.00993
20132, 31, 40.78839, -73.953186
20133, 8, 40.822926, -73.91007
20134, 5, 40.746544, -73.76587
20135, 1, 40.72471, -73.99883
20136, 1, 40.578415, -73.97599
20137, 21, 40.747536, -73.98622
20139, 18, 40.571064, -73.86174
20140, 1, 40.754013, -73.98936
20141, 0, 40.729095, -73.98886
20142, 14, 40.75919, -73.69037
20144, 35, 40.77904, -73.9826
20145, 1, 40.738056, -73.99019
20146, 0, 40.80759, -73.9617
20147, 0, 40.751575, -73.98669
20148, 4, 40.762836, -73.98453
20149, 1, 40.801437, -73.95466
20150, 6, 40.69675, -73.98993
20151, 17, 40.711384, -73.947556
20153, 6, 40.76798, -73.92072
20154, 4, 40.8085, -73.948906
20155, 13, 40.700386, -73.81047
20156, 13, 40.76426, -73.82313
20157, 4, 40.77357, -73.981384
20158, 0, 40.809975, -73.96181
20159, 14, 40.728264, -73.97736
20160, 34, 40.684196, -73.95745
20161, 1, 40.779003, -73.94662
20163, 6, 40.690628, -73.97932
20164, 3, 40.75384, -73.97376
20165, 0, 40.768456, -73.94981
20166, 0, 40.709335, -74.01068
20167, 4, 40.753906, -73.97766
20168, 26, 40.57905, -73.980095
20169, 1, 40.8014, -73.96786
20170, 5, 40.779408, -73.98366
20171, 6, 40.758213, -73.97907
20172, 6, 40.634003, -73.8897
20173, 8, 40.747665, -73.99699
20174, 10, 40.67431, -73.802155
20175, 23, 40.795372, -73.94792
20176, 25, 40.83711, -73.94397
20177, 34, 40.533775, -74.198494
20178, 0, 40.72563, -74.0075
20179, 5, 40.77983, -73.80199
20180, 8, 40.825073, -73.85707
20181, 13, 40.69856, -73.95767
20182, 0, 40.57938, -74.10901
20183, 21, 40.607964, -74.00371
20184, 0, 40.768494, -73.96621
20185, 0, 40.752247, -73.98373
20187, 5, 40.75339, -73.979
20188, 8, 40.740364, -73.97987
20189, 4, 40.57318, -74.00306
20190, 5, 40.588383, -73.949585
20191, 0, 40.715683, -74.01201
20192, 12, 40.712433, -74.03817
20193, 6, 40.887596, -73.90775
20194, 31, 40.764454, -73.97705
20195, 0, 40.722874, -73.99462
20196, 4, 40.57791, -73.98154
20197, 25, 40.718796, -73.99754
20198, 6, 40.750046, -73.98468
20199, 0, 40.7158, -74.00989
20201, 8, 40.71792, -73.990326
20202, 1, 40.73406, -74.007095
20203, 1, 40.79336, -73.92456
20204, 5, 40.70237, -73.82834
20205, 4, 40.81528, -73.88676
20206, 5, 40.76141, -73.96199
20207, 23, 40.75857, -73.98539
20208, 0, 40.83959, -74.00383
20209, 0, 40.758064, -73.97546
20211, 4, 40.712124, -73.78711
20212, 3, 40.718803, -73.99315
20213, 61, 40.77421, -73.92868
20214, 5, 40.6968, -73.93385
20215, 3, 40.724045, -73.987885
20216, 0, 40.758793, -73.9647
20218, 8, 40.89324, -73.844154
20219, 1, 40.731064, -73.977
20220, 5, 40.71368, -74.03774
20221, 3, 40.760723, -73.99909
20223, 19, 40.78173, -73.8477
20224, 0, 40.68425, -73.977295
20225, 4, 40.737022, -73.997925
20226, 0, 40.689655, -73.986015
20227, 0, 40.755035, -73.975555
20228, 29, 40.76123, -73.802376
20229, 6, 40.7498, -73.94601
20230, 5, 40.865852, -73.92741
20231, 8, 40.706306, -74.062225
20232, 0, 40.757557, -73.97659
20233, 0, 40.718346, -73.99331
20234, 3, 40.725903, -73.79204
20235, 0, 40.72891, -73.98648
20236, 1, 40.714195, -74.013916
20237, 0, 40.71958, -73.984924
20238, 0, 40.760506, -73.966805
20239, 8, 40.738384, -74.03611
20240, 5, 40.6, -73.93374
20241, 0, 40.58102, -73.961205
20242, 0, 40.754856, -73.98598
20243, 1, 40.726707, -73.78844
20244, 0, 40.798317, -73.96327
20246, 2, 40.57474, -73.97107
20247, 29, 40.707703, -74.01677
20248, 4, 40.919083, -73.78683
20249, 0, 40.780384, -73.94685
20250, 0, 40.784058, -73.951836
20252, 0, 40.885307, -73.789566
20253, 3, 40.598366, -74.163086
20254, 0, 40.760887, -73.983536
20255, 0, 40.769394, -73.95794
20257, 13, 40.620323, -74.09219
20258, 7, 40.700382, -73.94424
20259, 5, 40.832806, -73.90946
20260, 5, 40.720284, -74.006256
20261, 8, 40.771324, -74.015396
20262, 4, 40.74177, -73.98806
20263, 34, 40.592335, -73.90837
20264, 5, 40.72606, -73.51026
20265, 26, 40.810974, -73.95098
20266, 4, 40.92345, -73.90602
20267, 25, 40.734528, -73.87096
20268, 14, 40.762623, -73.873215
20269, 0, 40.763412, -73.98686
20271, 6, 40.6078, -73.96112
20272, 13, 40.746567, -73.88365
20273, 29, 40.69382, -73.985565
20274, 31, 40.79279, -73.967896
20275, 21, 40.82323, -73.930305
20276, 0, 40.721493, -73.99897
20277, 14, 40.758217, -73.97
20278, 23, 40.722176, -73.99981
20279, 0, 40.781, -73.97528
20280, 3, 40.6458, -74.0765
20281, 1, 40.734795, -73.86363
20282, 13, 40.81434, -73.94442
20283, 1, 40.759686, -73.979126
20284, 3, 40.90085, -73.79165
20285, 4, 40.707058, -73.85551
20286, 11, 40.746426, -73.98397
20287, 0, 40.75672, -73.97532
20289, 17, 40.76304, -73.97661
20290, 0, 40.777843, -73.95672
20291, 5, 40.84794, -73.93773
20292, 24, 40.754078, -73.899925
20293, 0, 40.762383, -73.97191
20294, 31, 40.83454, -74.0092
20295, 4, 40.761368, -73.984985
20296, 0, 40.723713, -74.00455
20297, 8, 40.727272, -73.98979
20298, 1, 40.845413, -73.78361
20299, 41, 40.7249, -73.54198
20300, 11, 40.90904, -73.87888
20301, 13, 40.69945, -73.91093
20302, 0, 40.67816, -73.98553
20303, 18, 40.62493, -74.151054
20304, 6, 40.65937, -73.645386
20305, 0, 40.72924, -74.003555
20307, 18, 40.786842, -74.05088
20308, 0, 40.71658, -73.95247
20309, 4, 40.75124, -73.97578
20310, 21, 40.76177, -73.97995
20311, 0, 40.611553, -74.011765
20312, 32, 40.73093, -73.9578
20313, 3, 40.556854, -74.20333
20314, 5, 40.886803, -73.90718
20315, 0, 40.526783, -74.271164
20316, 4, 40.730328, -73.9926
20317, 4, 40.83995, -73.85581
20318, 0, 40.684467, -73.9921
20319, 0, 40.643566, -73.97732
20320, 14, 40.753872, -73.92379
20321, 6, 40.747925, -73.55201
20322, 14, 40.729237, -73.7807
20323, 0, 40.7672, -73.96556
20324, 14, 40.855293, -74.033195
20325, 3, 40.61535, -74.10277
20326, 3, 40.704975, -73.93388
20327, 8, 40.72024, -73.999054
20328, 0, 40.787613, -73.97712
20329, 8, 40.80844, -74.0154
20330, 13, 40.719547, -73.984825
20331, 4, 40.768257, -73.98966
20332, 0, 40.760254, -73.97524
20333, 32, 40.786186, -73.95153
20334, 8, 40.732754, -74.03888
20335, 4, 40.67151, -73.97801
20336, 8, 40.899166, -73.8672
20337, 0, 40.886272, -73.9097
20338, 24, 40.851147, -73.93949
20339, 13, 40.734882, -73.95842
20340, 32, 40.732365, -73.68758
20341, 6, 40.73516, -73.99112
20342, 29, 40.57629, -73.96664
20343, 5, 40.72426, -73.9939
20344, 4, 40.846542, -73.91475
20345, 19, 40.76968, -73.915855
20346, 8, 40.721584, -73.9884
20347, 61, 40.723106, -73.99998
20348, 8, 40.808136, -73.96007
20349, 18, 40.673496, -73.982635
20350, 8, 40.821663, -73.99257
20352, 4, 40.761932, -73.96776
20353, 17, 40.72894, -73.999115
20354, 7, 40.737816, -73.61263
20355, 1, 40.75154, -73.993195
20356, 29, 40.82145, -73.95795
20357, 4, 40.79209, -74.01406
20358, 5, 40.576893, -73.98192
20359, 0, 40.763885, -73.981476
20360, 4, 40.865444, -73.86639
20361, 0, 40.75543, -73.97084
20362, 1, 40.72653, -73.99234
20363, 24, 40.674736, -73.98317
20364, 23, 40.71519, -73.83226
20365, 21, 40.714245, -74.00989
20366, 35, 40.75573, -73.979645
20367, 8, 40.85053, -73.967
20368, 8, 40.649776, -73.78276
20369, 0, 40.587738, -73.955315
20370, 6, 40.787716, -73.727264
20371, 24, 40.74298, -73.99314
20372, 7, 40.72491, -74.000336
20373, 24, 40.78256, -73.95281
20374, 5, 40.884052, -73.833755
20375, 0, 40.734886, -73.988686
20376, 6, 40.753967, -73.988335
20378, 14, 40.72145, -73.68829
20379, 3, 40.643776, -74.0941
20380, 8, 40.72987, -73.551895
20381, 29, 40.82822, -73.93582
20382, 4, 40.761787, -73.98365
20383, 8, 40.774864, -74.03725
20384, 1, 40.72659, -73.98471
20385, 0, 40.712975, -73.957214
20386, 0, 40.76504, -73.98874
20387, 1, 40.66581, -73.94241
20388, 21, 40.586433, -73.93111
20389, 29, 40.663967, -73.88142
20390, 13, 40.709457, -74.00638
20391, 0, 40.724606, -73.9969
20392, 13, 40.752262, -73.982666
20393, 5, 40.70713, -73.54907
20395, 11, 40.75909, -73.968506
20396, 13, 40.72837, -73.98903
20397, 3, 40.57324, -74.117134
20398, 3, 40.573696, -74.11755
20400, 8, 40.69312, -73.96961
20401, 4, 40.729134, -73.99597
20403, 6, 40.741135, -74.003204
20404, 1, 40.76067, -73.96442
20406, 0, 40.762634, -73.989494
20407, 13, 40.752354, -73.97994
20408, 0, 40.74268, -73.99292
20409, 19, 40.756046, -73.992096
20410, 5, 40.74089, -73.98834
20412, 0, 40.76133, -73.98128
20413, 4, 40.855522, -73.929596
20414, 0, 40.76, -73.98134
20415, 18, 40.662003, -73.8934
20416, 8, 40.743736, -73.979744
20417, 1, 40.737522, -73.99963
20418, 34, 40.667732, -73.98747
20419, 61, 40.81479, -73.955185
20420, 0, 40.75672, -73.96416
20421, 10, 40.723618, -74.0087
20422, 4, 40.73366, -74.00184
20423, 13, 40.74001, -73.75787
20424, 0, 40.863056, -73.96288
20425, 4, 40.735237, -73.98451
20426, 31, 40.764347, -73.98261
20427, 14, 40.734528, -73.8691
20429, 8, 40.80673, -73.98957
20430, 18, 40.754627, -73.98394
20431, 5, 40.75001, -74.003784
20432, 3, 40.545494, -74.16578
20433, 8, 40.748043, -73.756424
20434, 5, 40.655586, -73.67639
20435, 1, 40.85724, -73.90007
20436, 29, 40.776623, -73.7288
20437, 0, 40.567238, -73.883415
20438, 29, 40.81076, -74.00518
20439, 6, 40.71515, -73.97442
20441, 0, 40.741917, -74.00512
20442, 0, 40.77227, -73.983406
20443, 8, 40.740257, -74.02995
20444, 8, 40.782356, -74.012436
20445, 0, 40.69201, -73.94563
20446, 24, 40.722683, -73.59071
20447, 2, 40.741043, -73.98146
20448, 18, 40.738434, -73.88643
20449, 32, 40.646435, -73.77332
20450, 0, 40.73734, -74.00134
20451, 0, 40.75123, -73.99134
20452, 6, 40.83859, -73.87875
20453, 13, 40.75055, -73.98788
20454, 25, 40.718185, -73.75676
20455, 0, 40.730602, -74.002594
20456, 31, 40.682293, -73.95885
20457, 5, 40.68776, -73.9586
20458, 0, 40.728104, -73.98094
20459, 0, 40.639484, -73.7869
20460, 10, 40.750183, -73.99133
20461, 4, 40.75077, -73.987114
20462, 18, 40.826103, -73.94913
20463, 3, 40.74553, -73.98341
20464, 5, 40.729607, -73.86502
20465, 4, 40.770584, -73.99099
20466, 18, 40.707737, -74.01546
20467, 31, 40.729374, -73.991844
20468, 25, 40.636154, -74.00985
20469, 8, 40.754417, -74.02461
20470, 8, 40.643475, -73.78274
20471, 0, 40.733795, -73.85007
20472, 8, 40.631466, -73.94762
20473, 0, 40.727116, -73.989006
20474, 0, 40.803406, -73.966965
20475, 26, 40.661068, -73.83352
20476, 23, 40.888485, -73.9169
20477, 5, 40.71537, -73.99987
20478, 23, 40.742813, -73.99501
20480, 5, 40.73379, -74.0027
20481, 0, 40.77917, -74.01685
20482, 34, 40.639893, -73.967606
20483, 13, 40.745213, -74.034546
20485, 1, 40.86046, -73.93373
20486, 13, 40.726048, -73.91196
20487, 5, 40.632854, -74.02719
20488, 0, 40.674778, -73.95548
20489, 4, 40.692272, -73.99059
20490, 0, 40.76193, -73.990005
20491, 1, 40.639652, -73.66105
20492, 0, 40.698685, -73.9248
20493, 4, 40.750347, -73.97852
20494, 0, 40.66299, -73.991745
20495, 0, 40.76493, -73.99403
20496, 5, 40.719273, -73.988014
20497, 18, 40.76798, -73.983696
20498, 13, 40.867153, -73.82615
20499, 8, 40.760532, -73.96166
20500, 4, 40.740444, -73.986595
20501, 25, 40.863888, -73.92555
20502, 1, 40.759354, -73.97942
20503, 29, 40.705482, -73.93339
20504, 2, 40.79973, -74.000305
20505, 0, 40.717033, -73.95859
20506, 13, 40.607346, -73.96188
20507, 0, 40.783928, -73.9778
20508, 1, 40.66005, -73.97852
20509, 6, 40.7585, -73.9249
20510, 6, 40.721405, -73.629684
20511, 11, 40.709213, -74.00684
20512, 0, 40.7529, -73.98511
20513, 8, 40.767868, -73.96451
20514, 1, 40.76185, -73.99404
20515, 3, 40.743183, -73.81184
20516, 24, 40.711502, -73.85709
20517, 0, 40.766506, -73.983215
20518, 10, 40.657486, -73.68924
20519, 0, 40.63511, -74.015015
20520, 25, 40.64471, -74.01474
20521, 8, 40.810467, -74.00129
20522, 24, 40.70891, -73.81836
20523, 0, 40.737076, -73.97884
20524, 0, 40.725796, -74.00676
20525, 0, 40.748024, -73.99286
20526, 6, 40.7348, -73.988716
20527, 4, 40.66117, -73.89344
20528, 3, 40.723522, -73.99942
20529, 0, 40.72418, -73.97899
20530, 11, 40.75221, -73.97518
20531, 18, 40.74467, -73.99325
20532, 0, 40.7607, -73.97934
20533, 0, 40.783493, -73.952675
20534, 8, 40.74607, -74.02846
20535, 6, 40.754814, -73.96643
20536, 13, 40.728626, -73.9064
20537, 0, 40.723988, -74.00065
20538, 1, 40.726948, -74.00891
20539, 34, 40.72004, -73.91271
20540, 19, 40.720707, -73.99716
20541, 8, 40.939297, -73.83286
20542, 0, 40.78962, -73.96694
20543, 1, 40.577866, -73.956215
20544, 0, 40.746597, -73.99053
20545, 29, 40.6952, -73.78213
20546, 3, 40.71158, -74.00956
20547, 1, 40.70693, -74.01015
20548, 26, 40.59766, -73.98637
20549, 0, 40.728157, -73.98126
20550, 5, 40.754036, -73.94245
20551, 4, 40.763454, -73.99572
20552, 35, 40.611897, -73.99409
20553, 0, 40.72021, -73.951126
20554, 8, 40.723934, -73.75317
20555, 5, 40.779697, -73.7674
20556, 5, 40.847717, -73.93484
20557, 3, 40.621544, -74.071495
20558, 13, 40.75011, -73.98793
20559, 6, 40.701153, -73.789566
20560, 8, 40.75225, -73.9917
20562, 21, 40.71493, -74.00689
20563, 3, 40.59049, -73.986404
20564, 1, 40.73213, -73.97553
20565, 8, 40.754253, -73.92011
20566, 17, 40.662125, -73.95364
20567, 1, 40.701797, -74.0144
20568, 6, 40.760315, -73.99164
20570, 3, 40.63571, -73.99865
20571, 0, 40.68243, -73.98141
20572, 3, 40.542717, -74.2076
20573, 4, 40.74004, -74.00325
20574, 3, 40.724876, -73.98498
20575, 5, 40.686375, -73.87996
20576, 5, 40.517128, -74.23455
20577, 0, 40.74976, -73.99109
20578, 0, 40.72149, -73.995026
20579, 7, 40.746964, -73.80769
20580, 4, 40.71359, -73.59932
20581, 31, 40.78261, -73.808105
20582, 0, 40.794247, -73.95198
20583, 26, 40.753223, -73.96978
20584, 4, 40.747353, -73.996185
20585, 13, 40.757664, -73.978004
20586, 8, 40.702637, -74.01289
20587, 23, 40.72045, -74.00089
20588, 24, 40.713688, -73.60124
20589, 23, 40.723152, -74.00532
20590, 35, 40.77504, -73.91344
20591, 0, 40.779682, -73.95535
20592, 6, 40.748726, -73.98556
20593, 3, 40.613, -74.06542
20594, 7, 40.752686, -73.9767
20595, 13, 40.75813, -73.87417
20596, 6, 40.675274, -74.108665
20597, 35, 40.737576, -73.90069
20598, 12, 40.73782, -73.9921
20599, 4, 40.74667, -73.71931
20600, 29, 40.848213, -73.856186
20601, 0, 40.718975, -74.00354
20602, 0, 40.758293, -73.96677
20603, 6, 40.744, -73.70865
20604, 1, 40.725616, -73.991875
20605, 0, 40.772198, -73.98225
20606, 5, 40.760227, -73.91825
20607, 0, 40.70312, -73.92387
20608, 5, 40.76417, -73.98006
20609, 8, 40.772522, -73.965935
20610, 4, 40.822014, -73.8676
20611, 25, 40.76204, -73.77034
20612, 12, 40.758827, -73.97851
20613, 25, 40.794975, -73.93309
20614, 0, 40.576992, -73.96456
20615, 0, 40.748455, -73.949715
20616, 0, 40.75374, -73.98715
20617, 0, 40.77401, -73.98457
20618, 0, 40.71796, -73.94867
20619, 6, 40.74071, -74.0298
20620, 36, 40.607098, -74.00211
20621, 8, 40.726105, -73.87723
20622, 4, 40.785515, -73.778336
20623, 0, 40.70938, -74.01035
20624, 1, 40.732178, -74.167885
20625, 4, 40.629047, -74.028625
20626, 17, 40.740562, -73.98924
20627, 14, 40.72863, -74.00176
20628, 0, 40.74137, -74.008
20629, 8, 40.81081, -73.95404
20630, 3, 40.57728, -74.167244
20631, 13, 40.728683, -74.0073
20632, 34, 40.700092, -73.83873
20633, 8, 40.7151, -74.06975
20634, 0, 40.70372, -73.91838
20635, 31, 40.769577, -73.83466
20636, 8, 40.743362, -74.026436
20637, 4, 40.699738, -73.95022
20638, 11, 40.73987, -73.98988
20639, 4, 40.553047, -74.163315
20640, 4, 40.736023, -73.8651
20641, 0, 40.705273, -73.92576
20642, 1, 40.686165, -73.91635
20643, 8, 40.84878, -74.0127
20644, 21, 40.663567, -74.107185
20645, 1, 40.759495, -73.98445
20646, 0, 40.773735, -73.94891
20647, 25, 40.70592, -73.79744
20648, 29, 40.84997, -73.88011
20649, 5, 40.782486, -73.95326
20650, 0, 40.82645, -73.94326
20651, 0, 40.786552, -73.78678
20652, 11, 40.70773, -74.00566
20653, 7, 40.79429, -73.97198
20654, 0, 40.744488, -73.980934
20655, 31, 40.70339, -73.82193
20656, 0, 40.722324, -73.94013
20657, 3, 40.861202, -73.90227
20658, 13, 40.740395, -73.996185
20659, 4, 40.815933, -73.8955
20662, 34, 40.7532, -73.97091
20663, 0, 40.733414, -74.00625
20664, 7, 40.865387, -73.86612
20665, 3, 40.721725, -73.99762
20666, 1, 40.780262, -73.94963
20667, 18, 40.76359, -73.83141
20668, 6, 40.848457, -73.831116
20669, 0, 40.713142, -73.95722
20670, 6, 40.54484, -74.16233
20671, 29, 40.763214, -73.927986
20672, 0, 40.681305, -73.97717
20673, 13, 40.75385, -73.69493
20674, 8, 40.738564, -73.9825
20675, 5, 40.806583, -73.953835
20677, 6, 40.763226, -73.968605
20678, 8, 40.797825, -74.00386
20679, 4, 40.69697, -73.90275
20680, 0, 40.757126, -74.004425
20681, 0, 40.7188, -74.00511
20682, 13, 40.78974, -73.814255
20683, 6, 40.65844, -73.890564
20684, 13, 40.840668, -73.93964
20685, 6, 40.778904, -73.90972
20686, 8, 40.75631, -74.043884
20687, 8, 40.820232, -73.9213
20688, 14, 40.700092, -73.90621
20689, 0, 40.723713, -73.99657
20690, 4, 40.624123, -74.01879
20691, 17, 40.66882, -73.911446
20692, 0, 40.663296, -73.932
20693, 6, 40.75684, -73.98606
20694, 0, 40.727848, -74.00561
20695, 8, 40.743633, -73.92061
20696, 0, 40.75557, -73.9834
20697, 3, 40.75699, -73.983376
20698, 11, 40.75766, -73.99322
20699, 11, 40.630417, -73.97372
20700, 21, 40.745087, -73.98464
20701, 25, 40.72212, -73.98884
20702, 8, 40.750687, -73.97668
20703, 36, 40.71357, -73.82848
20704, 17, 40.873917, -73.853386
20705, 0, 40.75873, -73.970215
20706, 32, 40.766216, -73.983
20707, 0, 40.71913, -73.94227
20708, 31, 40.829346, -73.94859
20710, 5, 40.540833, -74.12898
20712, 0, 40.673946, -74.011536
20713, 35, 40.661552, -73.9506
20714, 8, 40.788242, -73.94697
20715, 19, 40.78207, -73.97181
20716, 4, 40.745163, -73.98186
20717, 3, 40.71562, -73.99853
20718, 0, 40.757755, -73.98659
20719, 0, 40.72039, -74.00511
20720, 0, 40.73789, -74.00445
20721, 1, 40.655727, -73.6433
20722, 0, 40.77807, -73.98748
20724, 0, 40.777832, -73.960205
20725, 4, 40.818798, -73.80905
20726, 0, 40.730034, -73.99233
20728, 23, 40.70371, -73.81725
20729, 0, 40.73559, -74.00044
20730, 13, 40.746334, -73.98141
20731, 6, 40.678734, -74.01106
20732, 1, 40.77069, -73.95568
20733, 3, 40.755707, -73.99628
20735, 14, 40.730854, -73.9892
20736, 7, 40.809395, -73.938286
20737, 25, 40.69476, -73.71688
20738, 13, 40.73127, -74.03242
20740, 17, 40.69334, -74.0552
20741, 10, 40.74994, -73.969864
20742, 6, 40.720047, -73.58405
20743, 13, 40.70511, -73.64176
20744, 4, 40.760723, -73.98608
20745, 5, 40.777542, -73.973885
20746, 10, 40.770126, -73.98723
20747, 13, 40.754784, -73.97977
20748, 8, 40.761528, -74.04296
20749, 6, 40.583427, -73.93951
20750, 18, 40.63452, -74.10485
20751, 1, 40.73975, -73.99107
20752, 0, 40.72563, -74.007416
20753, 1, 40.770267, -73.983406
20754, 0, 40.761673, -73.98344
20755, 4, 40.74137, -73.98931
20756, 0, 40.72044, -74.00081
20757, 1, 40.779842, -73.98056
20758, 29, 40.60623, -73.755875
20759, 0, 40.666702, -73.98843
20760, 3, 40.756157, -73.98965
20761, 4, 40.74664, -73.94554
20762, 13, 40.60354, -74.16227
20763, 6, 40.89429, -73.822716
20764, 0, 40.732838, -74.00849
20765, 0, 40.6677, -73.98275
20766, 5, 40.754402, -73.98803
20767, 4, 40.92821, -73.87496
20769, 24, 40.633614, -74.014336
20770, 8, 40.851276, -73.90454
20771, 18, 40.802765, -73.96799
20772, 4, 40.850044, -73.8678
20773, 3, 40.740227, -74.00219
20774, 8, 40.660175, -74.16979
20775, 6, 40.75389, -73.97039
20776, 17, 40.66143, -73.99014
20778, 1, 40.762203, -73.97109
20779, 0, 40.753304, -73.983696
20780, 4, 40.9009, -73.82214
20781, 8, 40.865314, -74.02805
20782, 18, 40.69084, -73.98096
20783, 3, 40.74676, -73.67215
20784, 6, 40.730804, -73.874916
20785, 8, 40.63748, -74.07612
20786, 0, 40.749603, -74.03441
20787, 24, 40.60882, -73.972855
20788, 21, 40.809185, -73.94791
20789, 13, 40.705265, -74.01615
20790, 0, 40.786278, -73.9422
20791, 8, 40.862835, -73.90761
20792, 1, 40.761707, -74.0007
20793, 0, 40.73093, -73.9916
20794, 0, 40.760292, -73.9854
20796, 35, 40.839195, -73.835655
20797, 24, 40.72924, -73.597115
20798, 1, 40.725243, -73.99228
20799, 0, 40.80918, -73.94981
20800, 1, 40.751995, -73.99489
20801, 6, 40.691635, -73.76229
20802, 18, 40.618786, -73.99139
20803, 5, 40.73589, -73.71378
20804, 23, 40.74511, -73.99846
20805, 0, 40.722656, -73.994965
20806, 1, 40.761368, -73.9774
20807, 1, 40.71647, -73.887405
20808, 6, 40.75257, -73.994606
20809, 26, 40.757534, -73.97675
20812, 31, 40.86662, -73.93062
20813, 3, 40.545322, -74.16119
20814, 35, 40.789814, -73.97338
20816, 18, 40.861973, -73.84328
20817, 21, 40.726982, -74.03822
20818, 18, 40.760834, -73.98047
20820, 11, 40.752872, -73.97849
20822, 6, 40.771576, -73.91541
20823, 5, 40.737465, -73.991425
20824, 8, 40.72101, -73.94185
20825, 1, 40.777885, -73.98082
20826, 3, 40.72254, -73.99607
20828, 17, 40.728863, -73.828384
20829, 18, 40.76044, -73.97997
20830, 3, 40.70985, -74.001274
20831, 0, 40.723877, -73.99671
20832, 3, 40.7611, -73.984344
20833, 0, 40.749176, -73.97619
20835, 0, 40.78833, -73.94716
20836, 4, 40.86738, -73.82868
20837, 6, 40.763874, -73.97163
20838, 6, 40.720905, -74.00047
20839, 0, 40.573967, -73.9897
20840, 1, 40.778816, -73.95801
20841, 25, 40.76176, -73.96326
20842, 13, 40.726364, -73.8705
20843, 5, 40.93671, -73.85433
20844, 8, 40.717594, -73.95258
20845, 8, 40.6905, -73.5501
20846, 3, 40.755814, -73.8103
20847, 6, 40.7448, -73.948814
20848, 13, 40.76596, -73.87318
20849, 1, 40.72648, -73.980255
20850, 0, 40.773582, -74.05953
20851, 13, 40.62961, -74.02237
20852, 23, 40.7336, -73.98984
20853, 5, 40.73662, -73.9918
20854, 0, 40.72813, -73.99088
20855, 31, 40.724937, -74.068985
20856, 4, 40.746983, -73.85685
20857, 0, 40.6458, -73.7735
20858, 3, 40.71495, -73.96261
20859, 8, 40.723125, -73.59031
20860, 0, 40.761024, -73.982864
20861, 3, 40.74405, -73.99581
20862, 13, 40.770107, -73.957504
20863, 14, 40.55396, -74.14312
20864, 8, 40.790615, -74.00081
20865, 13, 40.838955, -73.90177
20866, 0, 40.776108, -73.91111
20867, 13, 40.660294, -73.980354
20868, 8, 40.740917, -74.00118
20869, 6, 40.718994, -74.006676
20870, 5, 40.88951, -73.85937
20871, 13, 40.721825, -73.85196
20872, 6, 40.75812, -73.98208
20873, 0, 40.753822, -73.97527
20874, 13, 40.75561, -73.647194
