id, longitude, latitude, comm
682,-73.98151,40.74664,3
683,-73.97889,40.745068,5
684,-74.146255,40.542393,16
685,-73.95398,40.683544,4
686,-73.97071,40.79671,8
687,-73.99492,40.74244,3
688,-73.973206,40.793026,8
689,-73.9806,40.613323,20
690,-74.00562,40.714996,0
691,-74.0075,40.74022,27
692,-73.983475,40.743614,3
693,-73.88415,40.666145,19
694,-73.945854,40.725643,22
695,-73.98603,40.756763,0
697,-73.96755,40.75785,15
698,-74.044624,40.720882,9
700,-73.99838,40.71565,29
701,-73.98326,40.763542,0
702,-73.98779,40.72611,27
703,-73.9485,40.80874,5
704,-74.16355,40.542427,16
705,-73.91233,40.777958,6
706,-73.89341,40.8513,40
707,-73.97942,40.75986,0
708,-74.053444,40.71314,9
710,-73.98711,40.76453,0
711,-73.969955,40.764774,13
712,-73.7231,40.62253,1
713,-73.987236,40.70227,29
714,-73.924255,40.743233,6
715,-73.958885,40.772026,12
716,-73.74467,40.76559,3
717,-73.801254,40.76022,7
718,-73.99725,40.76275,0
719,-73.97987,40.761757,13
720,-73.99244,40.67704,29
721,-73.92038,40.607456,23
723,-74.068596,40.72726,34
724,-74.000656,40.735813,27
725,-73.63868,40.64714,54
726,-73.9796,40.735176,1
727,-73.8202,40.891594,22
729,-73.98002,40.754543,13
730,-73.86211,40.768806,14
731,-73.919044,40.735546,6
732,-74.166245,40.58083,20
733,-74.02517,40.629955,23
734,-73.864456,40.88779,40
735,-74.00639,40.705853,16
736,-73.98642,40.7452,3
737,-73.87563,40.77508,14
738,-73.98725,40.758236,0
739,-73.98537,40.73991,3
740,-73.98321,40.767635,8
742,-73.99654,40.737194,3
743,-74.07029,40.64412,22
745,-73.77895,40.72999,7
746,-73.802444,40.707565,54
747,-73.96851,40.685745,4
748,-73.888245,40.853745,40
749,-73.98542,40.67417,4
750,-73.99156,40.7414,33
751,-73.916985,40.77063,6
752,-73.97767,40.75936,15
753,-73.98414,40.772312,8
754,-73.83516,40.698147,54
755,-73.98661,40.74768,3
756,-73.84583,40.75705,7
757,-73.98594,40.743507,3
758,-73.96991,40.759453,8
759,-74.03289,40.766945,10
760,-73.9734,40.764668,13
762,-73.88164,40.747993,14
763,-73.99529,40.70296,29
764,-73.995155,40.746258,33
765,-73.852974,40.70188,30
766,-73.79182,40.706764,54
767,-73.99471,40.69964,13
768,-73.96973,40.59064,1
769,-73.9948,40.72774,34
770,-73.91859,40.75881,14
771,-74.00206,40.733055,34
773,-74.19284,40.553654,16
774,-73.9931,40.718513,2
775,-74.02796,40.74743,10
776,-73.945076,40.793922,5
777,-73.99279,40.7429,3
778,-73.868576,40.762165,14
779,-73.97635,40.756695,8
780,-73.9884,40.71853,1
781,-73.69804,40.741962,21
782,-73.95794,40.69442,4
783,-73.97829,40.753044,15
784,-73.97394,40.64349,4
785,-73.99156,40.75093,33
786,-73.98449,40.63541,23
787,-73.98176,40.738102,3
788,-73.991806,40.756767,0
789,-73.999565,40.728535,2
790,-73.99823,40.717773,2
791,-73.85819,40.683914,30
792,-73.641266,40.74011,21
793,-73.978516,40.74052,3
794,-74.003685,40.740368,27
795,-73.99547,40.749306,33
796,-73.61356,40.738613,21
797,-73.82386,40.88039,32
798,-73.97283,40.78568,8
799,-73.89177,40.727997,30
800,-73.9128,40.6355,54
801,-73.63394,40.654625,25
802,-73.99025,40.719223,1
803,-73.976326,40.681248,4
804,-73.953674,40.780266,12
805,-73.98579,40.727856,1
806,-73.997375,40.715977,2
807,-73.93034,40.812206,32
808,-73.99925,40.83117,10
809,-74.007614,40.72681,34
810,-73.87392,40.87894,40
811,-73.90931,40.77516,6
813,-73.98703,40.693752,29
814,-74.00485,40.734642,27
815,-74.001205,40.736496,27
816,-73.902985,40.69662,22
817,-73.61775,40.746216,21
819,-74.046005,40.720585,9
821,-73.99043,40.762905,0
822,-73.95349,40.743637,6
824,-73.98446,40.686863,29
825,-73.73653,40.767014,7
826,-73.936745,40.735943,6
828,-73.97981,40.766056,8
829,-74.02119,40.78238,10
830,-74.234795,40.521656,16
832,-73.97882,40.764065,13
833,-73.99868,40.723083,2
834,-73.96278,40.76323,15
835,-73.873924,40.7744,14
837,-73.99453,40.750217,0
838,-73.964035,40.674263,4
839,-73.98734,40.70431,29
840,-73.99297,40.736492,22
841,-73.99211,40.733604,3
843,-73.9835,40.724136,2
844,-73.92499,40.755165,6
845,-73.82048,40.824467,32
846,-73.99843,40.646996,23
847,-73.88374,40.74675,14
848,-73.98739,40.752296,0
849,-73.95655,40.656517,4
850,-73.96281,40.67411,4
852,-73.989876,40.742954,2
853,-73.94765,40.779484,12
854,-74.00248,40.744907,3
856,-73.94917,40.78261,12
857,-73.9284,40.632874,19
858,-73.96818,40.766167,15
859,-73.91787,40.6194,23
860,-73.88634,40.738453,14
861,-73.86031,40.72978,14
863,-73.935814,40.697506,30
864,-73.94823,40.789375,13
865,-73.940475,40.84008,40
866,-73.94457,40.757313,7
867,-73.980316,40.753212,0
868,-73.88395,40.84588,32
869,-73.83783,40.719536,33
870,-73.86883,40.82381,32
871,-73.860855,40.836437,32
873,-73.98321,40.6728,4
874,-73.964935,40.718006,22
875,-74.005264,40.71154,20
876,-73.95068,40.71401,22
877,-73.92356,40.757145,6
879,-73.99236,40.750908,33
880,-73.587715,40.74767,21
881,-73.98222,40.763157,13
882,-74.15903,40.61172,16
883,-73.78461,40.715714,14
884,-73.9835,40.72727,1
885,-73.78254,40.683453,54
886,-73.93041,40.645428,19
887,-73.997505,40.639828,23
888,-73.96679,40.68352,4
889,-74.016304,40.788708,10
890,-73.846275,40.781456,7
891,-73.865036,40.876553,32
892,-73.72637,40.68565,25
893,-73.97552,40.753216,3
894,-73.92613,40.8105,32
895,-74.00011,40.711678,0
896,-73.67572,40.75104,21
897,-73.98806,40.756676,0
898,-73.97954,40.78014,8
899,-73.970436,40.756813,15
900,-74.03121,40.63726,23
901,-73.98443,40.75937,13
902,-74.00556,40.733166,34
903,-73.99911,40.72775,1
904,-73.97272,40.78567,8
905,-73.981415,40.728973,1
906,-73.97721,40.784668,8
907,-73.97056,40.74485,3
908,-73.978516,40.756546,16
909,-73.939926,40.812878,34
910,-73.9715,40.754906,15
911,-73.9854,40.76824,8
912,-73.97931,40.66967,4
913,-74.00475,40.732384,2
914,-73.96376,40.67749,4
915,-73.99552,40.724182,2
916,-74.04601,40.738808,9
917,-73.620125,40.74299,25
918,-73.99887,40.740784,27
919,-73.93826,40.59426,23
920,-73.960205,40.70913,22
921,-73.98666,40.75017,3
923,-73.97864,40.7638,13
924,-73.931145,40.66058,19
925,-74.010635,40.71451,20
926,-73.89244,40.882507,40
927,-73.98219,40.666424,19
928,-73.97214,40.767944,13
929,-73.94029,40.84433,3
930,-73.9233,40.828808,32
931,-73.944885,40.715443,22
932,-73.855515,40.72715,14
934,-73.96073,40.7614,15
935,-73.991714,40.726215,1
937,-73.96742,40.763306,15
939,-73.98777,40.753036,0
940,-73.92942,40.827366,5
941,-73.9734,40.68983,4
942,-73.99456,40.740395,3
943,-73.99151,40.735336,3
944,-73.97873,40.76359,13
945,-73.99661,40.735455,3
946,-73.877426,40.739006,14
947,-73.819756,40.733055,7
948,-73.667244,40.75042,21
949,-73.7449,40.729504,22
950,-73.9863,40.756817,0
951,-73.98175,40.575565,23
952,-73.98964,40.80703,10
953,-73.971085,40.76409,13
954,-73.84132,40.785248,7
955,-73.95476,40.77811,12
956,-73.99733,40.711483,20
957,-73.9778,40.745625,3
958,-73.85779,40.8655,32
959,-73.8583,40.86537,32
960,-73.83784,40.879673,32
961,-74.03052,40.738945,9
962,-73.91239,40.872143,40
963,-73.914925,40.85768,40
964,-73.66615,40.649067,7
966,-73.59551,40.719196,21
968,-73.8829,40.755646,14
969,-73.98882,40.752697,33
970,-73.967384,40.7652,33
971,-73.97686,40.78589,8
972,-74.07584,40.627266,16
973,-73.96783,40.802567,5
974,-73.969444,40.76352,13
976,-73.9881,40.74128,1
978,-73.634705,40.72508,21
979,-73.66443,40.657795,21
980,-73.89662,40.909912,40
982,-73.91534,40.66144,19
983,-73.881096,40.671463,19
984,-73.9878,40.759163,0
985,-74.08799,40.591534,16
986,-73.73818,40.717854,21
987,-73.90581,40.77933,6
988,-74.01354,40.70556,20
989,-73.96652,40.75282,15
990,-73.98913,40.76268,0
991,-73.98989,40.73875,3
992,-73.96878,40.76128,8
993,-73.98399,40.720253,1
994,-73.99547,40.747356,33
995,-74.0456,40.786213,10
996,-73.99252,40.604565,23
997,-73.944046,40.70211,22
998,-73.98216,40.76778,8
999,-73.98795,40.76443,0
1000,-74.008286,40.726547,34
1001,-73.798645,40.675026,54
1002,-73.98236,40.753254,0
1003,-73.94384,40.829216,5
1005,-73.94955,40.76933,12
1006,-74.00533,40.7276,2
1007,-73.896576,40.817123,32
1009,-73.81018,40.7323,7
1010,-73.99213,40.662766,4
1011,-73.99425,40.72057,27
1012,-74.048004,40.723553,9
1013,-73.962364,40.766205,15
1014,-73.84437,40.720886,30
1015,-73.962234,40.610294,23
1016,-74.07583,40.64013,16
1018,-73.97113,40.693214,4
1020,-73.95915,40.58447,34
1021,-73.793785,40.666225,54
1022,-73.9586,40.650528,19
1024,-73.99849,40.62105,4
1025,-74.00755,40.80044,10
1026,-74.00509,40.741886,27
1027,-73.98812,40.71995,1
1028,-73.844154,40.851475,32
1029,-73.89418,40.822155,32
1030,-73.99687,40.67156,4
1031,-73.99209,40.72732,1
1032,-74.16184,40.606564,16
1033,-73.97004,40.64365,4
1034,-73.98483,40.724667,1
1035,-73.85469,40.723877,30
1037,-73.97914,40.767017,8
1038,-73.64389,40.747494,3
1039,-73.990074,40.76788,0
1040,-73.85042,40.732506,30
