id, longitude, latitude, comm
23600,-73.99995,40.789555,20
23601,-73.889656,40.7498,14
23602,-73.91998,40.766296,6
23603,-73.9585,40.712368,22
23604,-73.96989,40.76543,13
23605,-73.92346,40.68642,30
23606,-74.00452,40.733746,34
23607,-73.936325,40.84973,40
23608,-73.94194,40.755817,6
23610,-73.59432,40.74524,21
23611,-73.99783,40.720703,2
23612,-73.72333,40.712536,21
23613,-74.01148,40.653847,23
23614,-73.98019,40.78366,8
23616,-73.883255,40.880375,40
23617,-73.95777,40.67985,19
23618,-73.96435,40.80798,5
23620,-73.87611,40.772232,7
23621,-73.90983,40.669773,19
23622,-73.93519,40.796097,5
23623,-73.95734,40.712444,22
23624,-73.96282,40.775204,12
23625,-74.003395,40.720356,20
23626,-73.94792,40.775036,12
23627,-73.725464,40.6901,25
23628,-74.017784,40.84348,10
23629,-73.97907,40.75133,4
23630,-73.988144,40.736904,3
23631,-74.031815,40.75204,9
23632,-74.015465,40.712864,20
23633,-74.014114,40.675304,29
23634,-74.001816,40.708225,20
23635,-73.96836,40.791534,8
23636,-73.992386,40.763954,0
23637,-73.97687,40.75148,27
23638,-73.91454,40.839172,32
23639,-73.97601,40.781296,8
23640,-73.97467,40.752388,15
23641,-74.007805,40.705032,20
23642,-74.16016,40.54532,16
23643,-73.975174,40.825455,10
23644,-74.1657,40.544308,16
23645,-73.953354,40.771706,12
23646,-73.981804,40.751446,0
23647,-74.01502,40.81334,10
23648,-73.936554,40.85018,40
23649,-73.857994,40.856735,32
23650,-73.98185,40.768738,8
23651,-73.960075,40.776085,12
23652,-74.00729,40.727715,34
23653,-73.6352,40.736603,21
23654,-73.97735,40.723362,1
23655,-73.982956,40.67297,4
23656,-73.95679,40.71264,22
23657,-73.66003,40.75228,21
23659,-73.85773,40.913326,3
23660,-73.923546,40.610382,23
23661,-73.98631,40.749012,33
23663,-73.99287,40.755985,0
23664,-74.078674,40.685886,16
23666,-74.00193,40.68698,29
23668,-73.99479,40.71658,2
23670,-73.918945,40.770138,14
23671,-74.24007,40.524338,16
23672,-73.99291,40.759468,0
23673,-73.90006,40.73155,14
23674,-73.99034,40.74378,3
23675,-73.944405,40.769268,15
23676,-74.00206,40.740692,27
23677,-73.87113,40.775394,14
23678,-73.95687,40.712727,22
23680,-74.00417,40.742138,27
23682,-73.98205,40.769226,8
23683,-73.94116,40.83869,32
23685,-73.617004,40.747498,21
23686,-73.78635,40.73957,7
23687,-73.98506,40.853615,10
23688,-73.97417,40.751743,15
23689,-73.98659,40.75419,0
23690,-73.91876,40.864525,40
23691,-73.99855,40.75573,27
23692,-73.9779,40.758488,13
23693,-73.99954,40.739048,27
23694,-73.80036,40.591797,25
23695,-73.99062,40.6676,29
23696,-73.9832,40.6399,23
23698,-73.971146,40.76169,3
23699,-73.98984,40.741383,3
23700,-74.00248,40.73333,4
23701,-73.915665,40.824112,40
23703,-73.906265,40.69398,19
23705,-73.97505,40.76359,13
23706,-73.7246,40.622578,25
23707,-73.98456,40.698124,4
23708,-73.85809,40.711514,30
23709,-73.916794,40.828194,32
23710,-73.99144,40.750687,33
23711,-73.97403,40.679554,32
23712,-73.99135,40.727802,1
23713,-73.93202,40.857563,40
23714,-73.860985,40.770054,14
23715,-73.807076,40.763416,10
23716,-73.960205,40.781143,12
23717,-73.929504,40.8536,40
23718,-73.98444,40.75232,0
23719,-73.9832,40.75545,13
23720,-74.006424,40.75282,13
23721,-74.064896,40.77202,10
23722,-73.99645,40.723537,1
23723,-74.01565,40.786694,10
23724,-73.96152,40.764736,15
23725,-73.819405,40.90119,32
23726,-73.78935,40.885063,32
23727,-73.93133,40.66565,19
23728,-73.96027,40.76211,15
23729,-73.947075,40.77986,12
23730,-73.99075,40.735363,3
23731,-73.9771,40.743355,3
23732,-73.76232,40.690624,19
23733,-73.962776,40.68801,4
23734,-73.60119,40.734547,21
23735,-73.90066,40.8219,32
23736,-73.98991,40.74656,0
23738,-73.99047,40.744507,3
23739,-73.98741,40.728466,1
23740,-73.969475,40.756725,15
23741,-73.96508,40.754993,15
23742,-73.83197,40.706383,30
23743,-73.99429,40.75662,0
23744,-73.70407,40.751568,21
23745,-73.98979,40.714127,1
23746,-73.96308,40.758213,15
23747,-73.971855,40.791874,8
23748,-74.005264,40.64335,20
23749,-74.180786,40.559986,16
23750,-73.994865,40.70301,29
23751,-74.19733,40.55959,16
23752,-73.703964,40.661304,25
23753,-73.87868,40.756435,7
23754,-73.96607,40.791843,8
23755,-74.00177,40.660362,4
23757,-73.992455,40.757088,27
23758,-73.985504,40.77226,8
23759,-73.97867,40.648426,4
23760,-73.93632,40.743256,6
23761,-73.99262,40.75857,0
23762,-73.971985,40.76563,13
23763,-73.96096,40.60759,23
23765,-73.9423,40.72339,22
23766,-73.972664,40.75766,0
23767,-74.00534,40.726788,34
23768,-73.9568,40.770752,12
23769,-73.94024,40.80037,6
23771,-74.02627,40.63525,23
23773,-73.98983,40.73895,3
23774,-73.934,40.84878,40
23775,-73.983955,40.757355,0
23776,-73.99652,40.741554,3
23777,-73.9815,40.75324,0
23778,-73.95708,40.727234,22
23779,-73.97528,40.68435,4
23780,-73.92816,40.861614,3
23782,-73.989174,40.75455,0
23784,-73.92967,40.854805,40
23785,-74.06249,40.742374,9
23786,-73.98587,40.757275,0
23787,-74.00084,40.722954,34
23788,-73.988495,40.732304,1
23789,-73.985756,40.747902,33
23790,-73.873085,40.66851,19
23791,-74.006226,40.70726,20
23792,-73.867676,40.856167,32
23793,-74.16539,40.619366,16
23794,-73.934326,40.67561,29
23795,-73.999725,40.68874,15
23796,-73.7235,40.627815,0
23797,-73.98407,40.720184,29
23798,-73.991264,40.685528,29
23799,-73.98082,40.747494,3
23800,-73.869194,40.822258,32
23802,-73.99162,40.745754,33
23804,-73.97883,40.75959,13
23805,-73.92073,40.763012,6
23806,-73.95159,40.777866,12
23808,-74.02287,40.76017,10
23810,-73.98949,40.73577,3
23811,-73.98105,40.753532,34
23812,-73.98735,40.72875,1
23814,-73.989944,40.718052,1
23815,-74.030266,40.742218,9
23816,-73.8668,40.8507,32
23817,-73.87953,40.740818,14
23818,-73.92359,40.74014,6
23819,-73.996056,40.76344,0
23820,-74.02888,40.73587,9
23821,-73.93899,40.849014,40
23822,-73.98856,40.763824,0
23823,-74.106735,40.634792,16
23824,-73.91945,40.826416,32
23827,-73.967995,40.75714,3
23828,-73.976364,40.756733,3
23829,-74.01672,40.63919,23
23830,-74.00042,40.795734,10
23831,-74.00517,40.707375,20
23832,-73.96924,40.798386,5
23834,-73.95536,40.74983,6
23835,-73.72498,40.7296,21
23836,-73.88357,40.700844,30
23837,-73.83883,40.719254,30
23838,-73.98642,40.77076,8
23839,-74.01073,40.707123,20
23840,-73.86865,40.873478,32
23842,-73.95039,40.771484,12
23843,-73.99283,40.669388,29
23845,-73.937386,40.68015,4
23846,-73.98739,40.70239,2
23847,-74.0132,40.60699,23
23848,-73.979065,40.729004,1
23849,-74.01015,40.704197,20
23850,-73.97787,40.749184,15
23851,-73.96588,40.71455,22
23852,-73.98673,40.60542,23
23853,-73.96303,40.674088,4
23854,-73.99786,40.735996,3
23855,-73.973816,40.784237,0
23856,-74.11299,40.674595,9
23857,-73.96888,40.67778,4
23858,-73.82235,40.72122,30
23859,-73.922585,40.845493,40
23860,-73.97914,40.74028,3
23861,-74.004944,40.61575,23
23862,-73.992645,40.601086,23
23864,-73.64065,40.742264,21
23865,-73.9774,40.779472,8
23866,-74.09507,40.64079,16
23867,-73.99057,40.761208,0
23868,-73.78506,40.788525,7
23869,-73.79364,40.729057,7
23870,-73.64494,40.65754,25
23871,-73.93571,40.84672,40
23872,-73.9978,40.761013,15
23873,-73.980064,40.743263,3
23874,-73.983345,40.766094,8
23875,-73.61372,40.736168,21
23876,-73.99934,40.72889,34
23877,-73.94743,40.787014,12
23878,-73.991486,40.75514,33
23879,-74.075935,40.643368,20
23880,-73.91908,40.866344,40
23881,-73.94768,40.631798,19
23882,-73.992645,40.69373,19
23884,-73.920395,40.759624,6
23886,-73.98262,40.726757,1
23887,-74.00218,40.738384,27
23888,-74.05989,40.732693,5
23890,-73.947464,40.77585,12
23891,-73.528305,40.69187,21
23892,-74.00822,40.71441,1
23893,-73.945946,40.81815,5
23894,-73.97587,40.674515,4
23895,-73.97345,40.59014,23
23896,-73.98322,40.730484,2
23897,-73.77364,40.64575,23
23898,-73.9995,40.71847,2
23899,-74.013214,40.7032,20
23900,-73.991295,40.750942,33
23901,-73.82775,40.757477,7
23902,-73.9987,40.724537,2
23903,-73.98861,40.754227,0
23904,-73.938095,40.850033,5
23905,-73.99899,40.761517,0
23906,-73.98887,40.75536,33
23907,-73.98923,40.729633,1
23908,-73.544014,40.693905,21
23909,-73.90917,40.885475,40
23910,-73.98417,40.76939,15
23911,-73.860634,40.73669,14
23912,-73.98913,40.744015,3
23913,-73.94853,40.728737,22
23914,-73.91736,40.731487,3
23915,-73.99151,40.714016,1
23916,-73.93641,40.710594,22
23917,-74.03581,40.716343,9
23918,-73.99103,40.618313,23
23920,-73.94232,40.79309,12
23921,-74.111855,40.567394,16
23922,-73.98185,40.723095,1
23923,-73.98772,40.75476,0
23924,-74.00927,40.7066,20
23925,-73.976555,40.75067,15
23926,-73.864365,40.865788,32
23927,-73.975685,40.85828,40
23928,-74.02997,40.618595,4
23929,-73.98453,40.758736,0
23930,-73.95035,40.793995,12
23931,-74.00479,40.735317,34
23932,-73.978455,40.729046,1
23933,-73.93379,40.71077,22
23934,-73.98837,40.666782,4
23935,-73.97101,40.76169,13
23936,-73.96814,40.757088,15
23938,-73.97224,40.762215,13
23939,-73.91342,40.765377,6
23941,-73.96136,40.771725,12
23942,-73.999886,40.722458,2
23943,-73.830185,40.71342,3
23944,-73.97575,40.749626,15
23945,-73.72933,40.788525,7
23947,-73.93813,40.7921,5
23948,-73.92384,40.62229,19
23949,-73.92699,40.77418,6
23950,-73.99236,40.74989,33
23951,-73.97237,40.762444,13
23953,-73.58849,40.747074,21
23954,-73.79566,40.706387,25
23956,-73.9889,40.72331,1
23957,-74.00175,40.81695,10
23959,-73.97997,40.75473,13
23960,-73.935974,40.850487,33
23961,-73.98065,40.721745,1
23962,-73.97671,40.75009,15
23963,-73.99171,40.673615,29
23964,-73.97124,40.772015,8
23966,-73.95866,40.764137,12
23967,-73.99303,40.72224,2
23969,-73.8699,40.7424,14
23970,-73.98611,40.691807,29
23971,-73.73926,40.66058,25
23973,-74.00487,40.717133,34
23974,-73.97175,40.784256,8
23975,-74.006035,40.71975,2
23976,-74.0037,40.717915,34
23978,-73.985115,40.72365,3
23979,-74.1225,40.613712,16
23980,-73.960915,40.77789,12
23981,-73.81453,40.901215,32
23982,-74.215805,40.52143,23
23983,-73.55051,40.72525,21
23985,-74.00303,40.741325,27
23986,-74.12418,40.569256,16
23987,-73.592514,40.717987,21
23988,-73.64223,40.75749,21
23989,-74.010605,40.64472,23
23990,-73.964745,40.7659,15
23991,-74.1543,40.61366,23
23992,-73.907646,40.74615,14
23993,-73.728294,40.776447,7
23994,-73.9873,40.771976,8
23995,-74.04318,40.72133,9
23996,-73.97266,40.7712,8
23997,-73.89918,40.867764,40
23998,-73.99467,40.716385,6
23999,-73.94185,40.82456,5
24001,-73.96987,40.68953,4
24002,-74.00066,40.731976,34
24003,-73.893715,40.748005,14
24004,-73.99276,40.758263,0
24005,-73.9504,40.87878,10
24006,-73.96686,40.75124,15
24007,-73.9641,40.807236,5
24008,-73.98964,40.72383,1
24011,-73.97571,40.78826,13
24012,-73.989006,40.7349,3
24013,-74.03554,40.744705,9
24014,-73.94351,40.60042,23
24015,-73.91293,40.774494,6
24016,-73.987366,40.775024,8
24017,-73.70567,40.78176,7
24018,-74.02709,40.622097,23
24019,-74.016426,40.715096,20
24020,-73.97956,40.75179,0
24021,-74.033226,40.71658,9
24022,-73.899055,40.861908,40
24023,-73.95902,40.774704,12
24024,-73.86145,40.76868,14
24025,-73.98332,40.81411,10
24027,-73.959404,40.618023,23
24028,-73.98778,40.754707,15
24029,-74.00997,40.705933,20
24030,-73.92169,40.763733,6
24031,-74.00178,40.717094,2
24032,-73.98466,40.76096,3
24033,-73.96824,40.680023,4
24034,-73.804016,40.759155,7
24035,-74.004234,40.75972,0
24036,-73.98695,40.598095,23
24037,-73.99403,40.755196,0
24038,-73.86856,40.70887,30
24039,-74.00557,40.71332,27
24040,-73.95635,40.769493,12
24041,-73.96118,40.756256,15
24042,-73.985085,40.7192,1
24043,-73.8267,40.866936,32
24044,-73.9353,40.683895,4
24045,-73.98565,40.739483,3
24046,-73.97592,40.748734,15
24047,-73.86766,40.853832,40
24048,-73.945335,40.617237,19
24049,-73.94862,40.722713,22
24050,-73.984276,40.754326,33
24051,-73.86479,40.734684,6
24052,-73.83766,40.786095,7
24053,-73.96265,40.76979,12
24054,-73.964874,40.77273,15
24055,-74.06332,40.597496,16
24057,-74.14218,40.642223,16
24058,-73.994194,40.703667,29
24059,-73.99174,40.673634,29
24061,-74.00377,40.738586,27
24062,-73.88887,40.85414,40
24064,-73.865,40.726387,34
24065,-73.97206,40.762505,13
24066,-73.9691,40.793896,15
24069,-73.7847,40.894997,32
24070,-73.97763,40.751602,15
24071,-73.981224,40.77885,8
24073,-74.01046,40.703403,20
24074,-73.97148,40.676003,4
24075,-73.98862,40.72227,1
24077,-74.01305,40.70799,20
24079,-73.97916,40.7632,13
24080,-73.9522,40.824203,15
24081,-73.92098,40.762997,6
24082,-74.00248,40.731373,34
24083,-74.226974,40.606438,20
24084,-73.87803,40.75049,4
24085,-73.98618,40.693813,29
24086,-74.000145,40.723717,2
24087,-73.989365,40.71741,3
24088,-73.98644,40.74865,33
24090,-73.95373,40.77505,12
24091,-73.995834,40.750786,34
24092,-73.98793,40.690296,29
24093,-73.987144,40.70466,29
24094,-73.94748,40.577938,23
24095,-73.95074,40.66472,4
24096,-73.83876,40.78181,7
24097,-73.98806,40.74852,33
24098,-73.84274,40.94852,40
24099,-73.61397,40.7106,21
24100,-73.94994,40.820095,5
24101,-73.99109,40.733887,3
24102,-73.98552,40.78594,8
24103,-73.98145,40.72095,1
24104,-73.891785,40.710228,23
24105,-74.00361,40.743095,27
24106,-73.99458,40.637115,23
24107,-73.98399,40.774487,8
24108,-74.0004,40.81925,10
24109,-73.9525,40.65012,19
24110,-73.99043,40.746914,33
24112,-73.98223,40.760685,13
24114,-74.01356,40.704247,0
24116,-73.9991,40.722935,2
24117,-73.74024,40.766487,7
24118,-73.93982,40.707565,1
24119,-73.92879,40.864544,40
24120,-74.00655,40.85046,30
24121,-73.98794,40.763756,0
24123,-74.00275,40.730865,34
24124,-74.13439,40.63595,16
24125,-73.98809,40.759506,0
24127,-73.92941,40.756317,6
24128,-73.90576,40.772903,6
24130,-73.9416,40.66569,19
24131,-74.00534,40.726955,34
24132,-74.16471,40.57649,16
24133,-73.99768,40.756348,2
24134,-74.043434,40.718807,9
24135,-73.974594,40.782024,8
24136,-74.02285,40.763924,10
24137,-73.836,40.88195,32
24138,-73.6855,40.747585,21
24139,-73.96512,40.80783,5
24141,-73.981995,40.77862,8
24142,-73.91908,40.743378,6
24143,-73.99253,40.73864,3
24144,-73.99496,40.72049,2
24145,-73.983986,40.7436,3
24147,-73.96589,40.766285,13
24148,-73.97476,40.68045,4
24149,-73.985916,40.731766,1
24150,-74.00058,40.72016,29
24151,-73.80863,40.913555,32
24152,-73.99122,40.728447,1
24154,-74.00274,40.731926,34
24155,-73.9914,40.733177,3
24157,-73.9765,40.825478,10
24158,-73.97943,40.752796,15
24159,-74.00041,40.719402,10
24160,-73.91284,40.87303,40
24161,-73.98161,40.737198,1
24162,-73.98507,40.72999,1
24163,-73.90519,40.877792,40
24164,-74.00812,40.712063,20
24165,-73.8817,40.732983,54
24166,-73.519905,40.695087,21
24168,-74.0454,40.718605,9
24169,-73.97395,40.893425,10
24170,-73.89909,40.74342,14
24171,-73.95075,40.668823,4
24172,-73.8419,40.719048,30
24173,-73.99785,40.72927,3
24174,-73.72601,40.620617,25
24175,-73.534836,40.7246,21
24176,-73.98298,40.7262,1
24177,-74.039474,40.73897,9
24178,-74.00104,40.731632,34
24179,-74.006004,40.72332,34
24180,-73.95785,40.661583,4
24181,-73.98741,40.73892,3
24182,-73.87455,40.829575,32
24183,-73.98724,40.726864,1
24184,-73.74196,40.773987,7
24185,-73.89425,40.86555,40
24186,-73.95771,40.608955,23
24187,-73.9857,40.741386,3
24188,-73.99532,40.742184,3
24189,-73.949554,40.66896,19
24192,-73.61757,40.74424,21
24193,-74.00555,40.74386,34
24194,-73.984314,40.690582,29
24195,-73.87375,40.77186,14
24196,-74.09475,40.58453,16
24197,-73.99612,40.741142,3
24198,-74.00428,40.681404,29
24199,-73.98891,40.736675,3
24201,-73.97745,40.75298,15
24202,-73.997314,40.724403,2
24203,-73.98509,40.7571,0
24205,-74.01528,40.796722,10
24206,-73.954414,40.5875,23
24207,-73.95814,40.64657,4
24208,-74.01145,40.705067,20
24209,-73.99385,40.74892,33
24210,-73.97748,40.72715,1
24211,-73.983734,40.732334,1
24212,-73.94981,40.821957,40
24213,-73.99886,40.753544,16
24214,-73.95288,40.779583,12
24215,-73.80759,40.71429,30
24216,-74.17146,40.66035,0
24217,-73.884384,40.701553,30
24218,-73.95752,40.65056,19
24219,-74.00621,40.70641,20
24220,-74.011,40.709286,20
24221,-73.99846,40.731976,34
24222,-73.99653,40.825466,9
24223,-73.861984,40.748493,14
24224,-73.98696,40.759342,0
24225,-73.83593,40.717865,30
24226,-73.99037,40.729546,34
24227,-74.000725,40.760887,27
24228,-73.92117,40.76014,6
24229,-73.91302,40.775906,15
24231,-74.026886,40.74359,9
24233,-73.998184,40.73101,0
24234,-73.97455,40.686398,4
24235,-73.79096,40.64345,54
24236,-73.8921,40.82444,32
24237,-74.00045,40.742382,27
24238,-73.967896,40.76058,13
24240,-74.00654,40.73257,34
24241,-73.97217,40.762394,3
24242,-73.9844,40.771114,8
24243,-73.98912,40.77341,0
24244,-73.98661,40.734283,3
24245,-73.92109,40.767345,6
24246,-73.958824,40.77148,12
24248,-73.99308,40.740044,3
24249,-73.961945,40.669792,33
24250,-73.964005,40.77269,12
24251,-73.9807,40.759884,0
24252,-73.73948,40.633034,25
24253,-73.971825,40.88415,9
24255,-73.86724,40.86533,32
24256,-73.79527,40.707405,54
24257,-74.01316,40.708946,20
24258,-73.94417,40.740185,22
24259,-73.998116,40.74526,27
24260,-73.988266,40.74859,3
24261,-73.88369,40.749775,14
24262,-74.011375,40.71578,20
24264,-73.990364,40.751305,0
24265,-74.03447,40.73025,9
24267,-73.926926,40.79354,12
24268,-73.954834,40.871986,10
24269,-73.99561,40.733593,3
24270,-73.91799,40.770206,6
24272,-74.001785,40.730587,34
24274,-73.983315,40.76427,0
24276,-73.73481,40.771587,7
24277,-73.9229,40.74398,6
24278,-73.773315,40.66074,25
24279,-73.85437,40.686802,12
24283,-73.94026,40.841267,40
24284,-73.8188,40.720078,7
24285,-73.86485,40.726612,14
24286,-73.9689,40.7622,0
24287,-73.988846,40.76927,0
24288,-73.700424,40.63908,25
24289,-74.00374,40.730576,34
24290,-73.83257,40.846794,32
24291,-74.00865,40.7074,20
24292,-74.00566,40.70928,20
24293,-73.9596,40.715355,22
24294,-73.984505,40.853146,40
24296,-73.96805,40.76381,13
24298,-73.87353,40.687145,19
24299,-73.98233,40.758366,13
24300,-73.98209,40.740303,3
24302,-73.985176,40.735874,3
24303,-73.98131,40.72913,1
24304,-73.9896,40.806343,10
24305,-73.98563,40.752655,0
24306,-73.99275,40.77004,16
24307,-74.00755,40.72752,34
24308,-74.01338,40.77291,27
24309,-73.99854,40.714954,2
24310,-73.88793,40.82821,32
24311,-73.983826,40.7582,0
24312,-73.89659,40.81648,32
24313,-74.00081,40.725925,1
24314,-73.94512,40.84099,40
24315,-73.96081,40.710197,22
24316,-73.9255,40.828655,13
24317,-74.00795,40.707527,20
24318,-74.00891,40.711914,20
24319,-73.916435,40.757805,6
24321,-73.98625,40.635178,23
24322,-74.00129,40.75641,33
24323,-73.96492,40.759335,2
24324,-73.999275,40.74581,27
24325,-73.990875,40.734596,27
24326,-73.996475,40.725124,2
24327,-73.98049,40.727863,34
24328,-73.98762,40.748066,33
24329,-73.97872,40.765705,13
24330,-73.922485,40.743748,6
24331,-74.00822,40.705635,20
24332,-74.005974,40.71435,20
24333,-74.00494,40.721,2
24334,-73.98359,40.749977,33
24336,-73.641304,40.749905,21
24337,-73.52827,40.714607,21
24338,-73.6913,40.753635,21
24339,-73.968056,40.762447,15
24340,-73.95956,40.773067,12
24341,-73.96957,40.7602,15
24342,-73.9124,40.601177,23
24344,-73.73869,40.675495,25
24345,-73.91767,40.760715,6
24346,-74.00413,40.714813,2
24347,-74.024025,40.752327,33
24348,-73.99637,40.760464,13
24349,-74.01316,40.72016,20
24350,-73.91671,40.6689,19
24351,-73.92595,40.762238,6
24352,-74.00496,40.7181,2
24353,-73.988205,40.620655,23
24354,-74.00894,40.619637,23
24355,-73.90779,40.703117,7
24356,-74.00012,40.71982,2
24357,-73.98303,40.60938,23
24358,-73.84547,40.756588,7
24359,-73.99121,40.685722,0
24360,-73.98725,40.760334,0
24361,-73.93255,40.698822,22
24362,-74.210655,40.525787,16
24364,-73.999504,40.71707,2
24365,-74.00253,40.730675,34
24366,-73.68741,40.73206,21
24367,-73.960754,40.660206,23
24369,-73.64108,40.737095,21
24370,-74.004265,40.722805,1
24371,-73.88367,40.701756,30
24373,-73.92479,40.77703,6
24374,-73.95776,40.74331,15
24375,-74.007195,40.70545,20
24376,-74.14625,40.54188,16
24378,-73.98286,40.730995,14
24379,-73.891464,40.747723,14
24380,-73.82852,40.760338,40
24381,-73.97283,40.76205,13
24383,-73.612305,40.737125,21
24384,-73.98998,40.73851,3
24385,-73.99143,40.73356,3
24386,-73.98399,40.740364,3
24387,-73.846405,40.75597,7
24388,-74.17761,40.62633,16
24389,-73.912094,40.814198,13
24390,-73.613174,40.744167,21
24391,-73.99219,40.749622,33
24392,-73.98198,40.781834,8
24393,-74.06892,40.735134,9
24394,-73.82116,40.669487,54
24395,-74.00591,40.652588,23
24396,-73.99454,40.711567,1
24397,-73.97921,40.74485,27
24399,-73.99088,40.760002,0
24400,-73.97965,40.749584,15
24401,-73.95287,40.772175,12
24402,-73.91851,40.87291,40
24403,-73.94739,40.77606,12
24404,-74.14759,40.597927,16
24406,-73.87763,40.736748,30
24407,-73.989876,40.71688,1
24408,-73.97981,40.758938,13
24409,-73.96612,40.764935,13
24410,-73.89994,40.824825,32
24412,-73.91374,40.765396,6
24413,-73.959206,40.71444,22
24414,-73.94499,40.79615,12
24415,-73.83275,40.72798,7
24416,-73.99803,40.735638,3
24417,-74.0509,40.785282,33
24418,-74.00021,40.722866,2
24420,-73.989914,40.69223,4
24421,-73.99151,40.7193,1
24422,-74.00614,40.707954,20
24423,-73.95672,40.742046,7
24424,-73.90135,40.846252,32
24425,-73.83798,40.651985,22
24426,-74.191574,40.588505,16
24427,-73.95944,40.78018,12
24428,-73.982925,40.77666,0
24429,-73.9824,40.68833,4
24430,-73.98331,40.75361,34
24431,-73.96781,40.77177,13
24432,-73.98713,40.68764,29
24433,-73.99198,40.66268,22
24434,-74.005424,40.75502,15
24436,-73.981804,40.767715,8
24437,-74.0179,40.764355,27
24438,-73.989655,40.752213,33
24439,-73.92748,40.756096,6
24440,-73.9517,40.766285,15
24441,-73.97425,40.629833,4
24442,-73.773575,40.73057,7
24443,-73.99012,40.814053,10
24444,-73.98254,40.764503,0
24445,-73.988686,40.738045,3
24446,-73.72165,40.67195,25
24447,-73.97279,40.677547,4
24449,-73.98894,40.72303,1
24450,-73.92434,40.76159,6
24451,-73.9629,40.807827,5
24452,-73.96315,40.674873,4
24454,-74.16564,40.58273,16
24455,-74.01358,40.70357,20
24456,-73.95675,40.768787,13
24457,-73.936,40.846447,40
24459,-73.98347,40.679245,4
24460,-73.84508,40.757908,7
24461,-73.97304,40.698196,4
24462,-74.002655,40.714798,20
24463,-73.97307,40.75439,15
24464,-73.969734,40.672447,4
24465,-73.90427,40.72205,23
24466,-73.82057,40.893272,32
24467,-74.00138,40.73471,20
24468,-73.983246,40.75641,0
24469,-73.860634,40.836952,32
24470,-73.85532,40.7207,30
24471,-73.972176,40.762936,13
24472,-73.59839,40.724773,21
24473,-74.00129,40.618958,23
24474,-73.975845,40.748943,15
24475,-73.88026,40.763653,14
24476,-73.96352,40.76351,15
24477,-73.98765,40.74222,8
24478,-73.762215,40.69188,54
24479,-73.95535,40.71419,22
24480,-73.91456,40.634975,19
24481,-73.97704,40.784855,8
24482,-74.015816,40.779213,10
24483,-73.75133,40.59531,25
24484,-73.82744,40.839184,32
24485,-73.597115,40.7093,21
24486,-73.96631,40.731842,3
24487,-73.92084,40.743885,6
24488,-73.5949,40.716454,21
24489,-73.77063,40.762085,7
24490,-74.11394,40.635094,16
24491,-73.99782,40.71482,2
24492,-73.98042,40.751827,14
24494,-73.983315,40.758648,13
24495,-73.71932,40.6632,25
24496,-74.006744,40.72549,0
24497,-73.97141,40.755287,15
24498,-73.89002,40.817303,32
24499,-74.02518,40.750755,9
24500,-73.99052,40.726627,1
24501,-73.95396,40.638348,19
24502,-73.993454,40.750374,33
24503,-73.939926,40.70701,22
24504,-73.97961,40.75897,13
24505,-74.08972,40.589348,16
24506,-73.95968,40.617752,23
24507,-73.989296,40.76814,8
24508,-73.98827,40.754124,0
24509,-73.96637,40.760883,22
24510,-73.99616,40.733166,34
24511,-73.992744,40.697483,29
24513,-73.87524,40.82952,32
24515,-73.99315,40.745975,33
24516,-73.84898,40.722446,30
24517,-73.96151,40.666687,4
24518,-73.64928,40.757816,33
24519,-73.87074,40.770878,14
24520,-73.94922,40.793644,5
24521,-73.86734,40.691257,19
24522,-74.00659,40.744556,27
24523,-73.930305,40.67572,4
24524,-73.884155,40.748577,14
24525,-73.952896,40.80602,5
24526,-74.16488,40.590862,16
24527,-73.970856,40.764908,13
24528,-73.80912,40.912487,32
24529,-73.96797,40.590485,23
24530,-73.98826,40.72298,1
24531,-73.98222,40.774338,8
24532,-73.91371,40.765575,6
24533,-73.82636,40.846996,32
24534,-73.936844,40.849083,8
24536,-74.00132,40.809624,10
24537,-73.95923,40.774696,12
24539,-73.77394,40.762947,7
24540,-73.97226,40.76533,0
24541,-73.78985,40.673252,54
24542,-73.99374,40.72374,1
24543,-74.00491,40.725574,34
24544,-73.984085,40.72529,1
24545,-73.96092,40.650112,19
24546,-73.9593,40.716442,22
24547,-73.971535,40.783627,8
24548,-73.98616,40.72274,1
24549,-74.01354,40.676826,29
24550,-73.96794,40.77521,8
24551,-73.94476,40.71586,22
24552,-73.99095,40.69403,34
24553,-73.85162,40.742847,7
24554,-73.98987,40.7182,27
24555,-73.9264,40.762314,6
24556,-73.94933,40.649323,4
24557,-73.95327,40.78838,12
24558,-73.96838,40.673737,4
24561,-74.00152,40.72498,2
24562,-73.99399,40.74029,3
24563,-74.16472,40.58147,16
24564,-73.84817,40.774944,14
24565,-74.02846,40.745598,9
24566,-73.991295,40.752293,33
24567,-73.97432,40.75322,15
24568,-73.92987,40.83376,32
24569,-73.984184,40.745106,3
24570,-74.0064,40.603783,1
24572,-73.98853,40.729824,3
24573,-73.89984,40.886383,40
24574,-73.9932,40.68991,29
24575,-73.97727,40.615227,23
24576,-73.96154,40.779976,12
24577,-74.030914,40.751423,9
24578,-73.613144,40.738895,21
24579,-73.95754,40.73148,22
24580,-73.99438,40.7502,8
24581,-73.98996,40.74723,33
24583,-74.01362,40.708126,20
24584,-73.99886,40.741558,27
24585,-73.996925,40.72442,3
24586,-73.95036,40.7867,12
24587,-73.99332,40.747147,33
24588,-73.984726,40.704163,29
24589,-73.937904,40.79699,5
